STATION CODE,RIVER,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,D.O. (mg/l) : Min : > 4 mg/l,D.O. (mg/l) : Max : > 4 mg/l,D.O. (mg/l) : Mean : > 4 mg/l,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,WQI
2553,ganga,GANGA AT FATUHA,BIHAR,14,33,24.4,7,9.6,8.1,7.7,8.3,8,269,548,386,2,2.5,2.3,0,0,0,900,3000,1846,2200,9000,4982,97.00568627
1817,ganga,GANGA AT MOKAMA (U/S),BIHAR,16,28,24.1,7.4,8.1,7.8,7.8,8.2,7.9,254,316,277,2,2.5,2.3,0,0,0,790,2400,1251,2200,5000,2770,83.57715686
1815,ganga,GANGA AT MOKAMA (D/S),BIHAR,16,28,24,7.2,8,7.7,7.6,8.1,7.8,252,358,295,2.3,2.8,2.6,0,0,0,920,5000,2792,2800,16000,9430,116.1886275
1818,ganga,GANGA AT MUNGER,BIHAR,17,28,23.9,7.4,7.8,7.6,7.7,8,7.8,242,316,268,2.3,2.6,2.4,0,0,0,1100,3000,1622,2200,9000,4411,90.48279412
2554,ganga,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,18,28,24,7.5,7.8,7.7,7.6,7.9,7.8,238,327,280,2.3,2.7,2.5,0,0,0,940,2400,1560,2200,5400,3722,89.18196078
1819,ganga,GANGA AT BHAGALPUR,BIHAR,16,26,24.4,7.5,7.9,7.7,7.6,8.1,7.8,245,314,276,2.4,2.7,2.6,0,0,0,1300,5400,2933,3000,24000,9044,116.6336275
1816,ganga,GANGA AT KAHALGAON,BIHAR,16,30,23.4,7.6,7.9,7.8,7.8,8.2,7.9,181,373,265,2.5,2.8,2.7,0,0,0,1400,5000,2678,5000,16000,8511,113.8663235
3113,ganga,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,18,30,24.5,7.8,8.8,8.2,7.6,8.3,8.1,236,525,352,2.4,2.7,2.5,0,0,0,430,2400,1705,2400,9200,4683,96.38004902
3114,ganga,GANGA RIVER NEAR DANAPUR (NEAR PIPAPUL),BIHAR,13,33,24.1,7.2,9.7,8.1,7.8,8.4,8.1,269,532,375,2,2.6,2.4,0,0,0,790,1700,1198,2200,3500,2855,85.69838235
3115,ganga,GANGA RIVER AT BARH,BIHAR,17.5,26,23.4,7.5,7.9,7.8,7.8,8,7.9,248,272,260,2,2.4,2.2,0,0,0,800,1700,1106,1700,3000,2529,81.1079902
3116,ganga,GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA),BIHAR,17,28,23.8,7.6,7.9,7.8,7.8,8,7.9,249,318,267,2,2.5,2.3,0,0,0,790,1300,998,2100,3000,2478,80.31715686
3117,ganga,GANGA AT U/S SULTANGANJ,BIHAR,17,28,23.9,7.5,7.9,7.8,7.8,8,7.9,241,325,270,2,2.6,2.3,0,0,0,790,1700,1220,2400,3500,2844,83.45215686
3118,ganga,GANGA AT U/S BHAGALPUR,BIHAR,16,26,23.9,7.6,7.9,7.7,7.8,8,7.9,238,297,262,2.2,2.6,2.4,0,0,0,900,2200,1290,2200,5400,3020,84.38382353
3122,ganga,"GANGA AT MALSALAMI, PATNA",BIHAR,14,34,24.5,7.2,9.4,8,7.6,8.4,8,270,538,377,2.1,2.6,2.4,0,0,0,800,3500,1846,2400,16000,5073,97.02485294
3123,ganga,GANGA RIVER AT BARAHIA,BIHAR,16,26,22.5,7.5,7.9,7.7,7.6,8.1,7.9,269,355,292,2,2.6,2.3,0,0,0,790,1400,1048,2200,3500,2833,81.07965686
1080,ganga,GANGA AT BAHARAMPORE WEST BENGAL,WEST BENGAL,16,32,26.5,4.4,11,7.4,7.5,8.1,7.9,193,385,304,1,8.7,4.2,0.39,1.48,0.8,2000,900000,166358,3000,1600000,287833,2456.054657
2511,ganga,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",WEST BENGAL,16,34,27.4,5.1,9.8,7.4,7.4,8.2,7.9,218,795,353,1.4,4.8,3.3,0.1,1.2,0.7,3000,1300000,143275,5000,5000000,474917,2688.76799
2506,ganga,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,20,35,28.3,5.3,9.3,6.9,7.3,8.4,8,164,403,312,1.5,5,2.8,0.3,1.4,0.8,2000,110000,34392,3400,240000,61283,561.1348529
1054,ganga,"GANGA AT PALTA, WEST BENGAL",WEST BENGAL,19,32,27,4.5,9.3,6.7,7.5,8.1,7.8,189,413,315,1.2,8.5,3.4,0.21,1.74,0.9,13000,500000,106417,23000,900000,171417,1558.239461
1472,ganga,"GANGA AT SERAMPORE, WEST BENGAL",WEST BENGAL,19,32,27.3,4.1,9.1,6,7.3,8.6,7.9,192,409,323,1.1,9.7,3.1,0.3,1.5,0.7,17000,500000,153917,30000,1600000,335000,2435.812157
1053,ganga,"GANGA AT DAKSHMINESWAR, WEST BENGAL",WEST BENGAL,18.5,32,26.5,4.1,9.2,6.7,7.7,8.5,8,229,473,319,1.8,7,4.2,0.33,0.93,0.7,85000,1100000,285833,110000,2500000,586250,4392.12902
1471,ganga,"GANGA AT HOWRAH-SHIVPUR, WEST BENGAL",WEST BENGAL,20,31,26.5,5.1,8.3,6.3,7.2,8.6,8,181,415,314,1.1,5.7,3.6,0.3,1.3,0.7,4000,250000,122417,8000,650000,286083,2002.55152
1470,ganga,"GANGA AT GARDEN REACH, WEST BENGAL",WEST BENGAL,18,31,26.4,5,8.2,6.1,7.8,8.9,8.1,195,436,322,1.2,4.8,3.2,0.3,1,0.7,65000,1200000,310417,115000,1500000,542917,4521.793382
1052,ganga,"GANGA AT ULUBERIA, WEST BENGAL",WEST BENGAL,19,33,27.1,4,8.7,6.3,7.6,8.8,8.1,257,744,368,0.6,5.8,3.4,0.3,1,0.6,4000,130000,31417,11000,300000,78083,571.375049
1469,ganga,"GANGA AT DIAMOND HARBOUR, WEST BENGAL",WEST BENGAL,19,31,26.4,4.6,8.7,6.9,7.8,8.3,8,173,6320,1900,1.5,6.2,3.7,0.4,1.7,0.8,4000,240000,41750,9000,500000,88917,707.5498529
1312,godavari,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD,MAHARASHTRA",MAHARASHTRA,25,30,28.6,6,7.3,6.8,7.4,8.9,8.3,638,1026,813,2,5,3.3,0.1,0.4,0.2,2,4,3,70,220,109,63.48877451
2177,godavari,GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,MAHARASHTRA,18,27,22.4,4.7,6.7,6,7.3,8.7,8.1,191,442,331,2.2,10,3.8,0.1,2.5,0.7,10,110,56,60,280,167,63.18338235
2182,godavari,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,18,29,21.6,1.4,5.7,4.3,7,8.2,7.7,144,401,271,2.4,10,5.4,0.2,4.7,1.7,11,90,47,50,220,137,62.93259804
2179,godavari,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",MAHARASHTRA,18,27,22,3.2,6.5,4.9,7.3,8.4,7.8,220,551,396,2.4,9,4.1,0,2.3,0.7,11,110,53,50,300,163,57.29779412
2183,godavari,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,18,30,21.9,3,5.5,4.5,7.4,8.2,7.8,231,380,290,2.2,10,5.5,0.3,4.1,1.7,9,110,48,50,310,137,64.68279412
2181,godavari,"GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.",MAHARASHTRA,18,27,22.4,1.8,6.2,4.7,7.1,8.2,7.7,348,645,502,2.4,16,7.7,0.1,2.8,1,16,170,104,130,350,253,72.95926471
2180,godavari,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,18,27,23,2.4,6,4.7,7.4,8.2,7.7,341,632,472,2.4,25,7.1,0.1,2.5,0.9,11,170,87,110,300,223,69.79759804
1096,godavari,"GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA",MAHARASHTRA,18,27,22.6,2.2,6.2,4.5,7.3,8.3,7.9,209,542,411,2.4,5.4,3.6,0.55,3.315,1.1,16,190,58,60,300,136,54.43715686
1211,godavari,"GODAVARI AT NASIK D/S, MAHARASHTRA",MAHARASHTRA,18,27,22.7,3.2,6.5,4.9,7.2,8,7.6,321,576,461,2.8,6,3.6,0.236,3.317,0.9,13,170,89,110,350,224,56.41323529
1095,godavari,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK,MAHARASHTRA",MAHARASHTRA,18,27,22.3,4.3,7.1,5.7,7.8,8.5,8.1,139,534,275,2.2,4.2,3.2,0.017,2.27,0.8,11,60,31,17,170,98,58.80254902
2160,godavari,"GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",MAHARASHTRA,25,30,28.3,5.9,7.2,6.6,7.2,8.6,8.1,600,1080,843,3,8,4.4,0,0.4,0.1,2,4,2,24,110,80,66.17588235
2158,godavari,GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI ,MAHARASHTRA,25,30,28.4,6,6.9,6.5,7.4,8.9,8.2,650,1126,896,3,9,5.3,0.1,0.4,0.2,2,2,2,70,170,104,69.85107843
2159,godavari,GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.,MAHARASHTRA,25,30,28.6,5.6,7.4,6.5,7.6,9.2,8.4,660,1110,884,3,8,4.6,0.1,0.7,0.4,2,4,3,70,280,119,67.96230392
2161,godavari,"GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.",MAHARASHTRA,25,30,28.1,0,7.5,5.7,6.9,8.2,7.6,624,1703,1176,2,28,8.3,0,0.8,0.3,2,4,3,70,170,129,77.39906863
12,godavari,"GODAVARI AT DHALEGAON, MAHARASHTRA",MAHARASHTRA,22,28,27,5.8,7.1,6.4,7.4,9,8.1,618,1280,843,2,6,4.4,0,0.8,0.3,2,4,2,79,170,99,65.80671569
1210,godavari,"GODAVARI AT NANDED, MAHARASHTRA",MAHARASHTRA,29,30,29.2,6.4,7.2,6.8,7.2,8.4,7.9,710,1480,1054,2,6,4,0.1,0.3,0.2,2,6,3,70,300,129,66.16132353
1209,godavari,"GODAVARI AT RAHER, MAHARASHTRA",MAHARASHTRA,28,30,29.2,6.3,7,6.6,7.6,8.5,8.1,730,1285,995,3,5,4,0.1,0.6,0.3,2,3,2,70,140,95,65.38004902
2157,godavari,GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.,MAHARASHTRA,20,28,26,5.8,7.3,6.4,7.3,8.4,7.8,630,1392,1047,2,10,5.1,0,0.8,0.3,2,4,3,80,240,144,68.62529412
2360,godavari,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,25,30,26.6,5.8,6.8,6.3,7.8,8.6,8.2,440,708,539,1,1.2,1.1,1,2,1.3,4,20,11,62,90,69,55.68691176
2361,godavari,"GODAVARI  AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU",ANDHRA PRADESH,0,30,22.2,5.2,7.1,6.2,8,8.5,8.4,513,562,537,4,12,6.8,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9429.52593
2362,godavari,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",ANDHRA PRADESH,0,29,21.6,5.2,6.3,5.8,8,8.6,8.3,546,784,632,5,9,6.8,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.952401
2363,godavari,"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,0,29,21.8,4.8,6.1,5.6,7.5,8.5,8.3,550,838,697,4,10,6.8,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9425.702401
2364,godavari,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",ANDHRA PRADESH,0,29,21.6,5.2,6.8,6.1,8.1,8.5,8.3,524,592,551,4,8,6.1,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9425.910734
2356,godavari,"GODAVARI,  D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,0,29,21.8,4.9,6.5,5.5,8,8.5,8.3,600,693,649,2,10,5.7,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9420.494067
2365,godavari,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,0,30,17.2,3.2,7.1,5.8,7.8,8.6,8.2,352,528,443,4,12,6.9,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9427.295538
2366,godavari,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,0,30,17.2,2.8,7.5,5.5,7.6,8.4,8.1,352,654,443,3,12,7.1,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9426.180342
13,godavari,"GODAVARI AT MANCHERIAL, A.P.",ANDHRA PRADESH,0,29,21.8,4.4,6.9,5.6,8.2,8.6,8.4,510,620,558,3,12,6.1,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9422.859263
2367,godavari,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,20,21,20.4,6.6,7.4,7.2,7.7,8.1,7.9,357,485,425,0.5,0.7,0.6,0.3,0.5,0.4,2,2,2,1100,2100,1488,58.7154902
2368,godavari,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,20,27,21.1,3,7,6.1,7.8,8.3,8.1,382,489,430,0.8,1.4,1.1,0.4,0.7,0.6,2,4,4,2100,2200,2150,56.57921569
2369,godavari,"GODAVARI AT BURGAMPAHAD, KHAMMAM",ANDHRA PRADESH,18,27,20.6,5.2,6.6,6.2,7.2,8,7.7,446,697,577,0.7,1.4,1.1,0.6,1,0.8,2,2,2,2100,2200,2138,57.69343137
2370,godavari,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,ANDHRA PRADESH,24,27,25.3,5,6,5.3,7.1,7.7,7.4,203,427,322,1,1.3,1,0,1.2,0.5,3,460,125,120,2400,795,48.05367647
14,godavari,"GODAVARI AT POLAVARAM, A.P.",ANDHRA PRADESH,25,28,27.3,4.8,6.2,5.5,7.5,8.5,8,256,514,320,1,14,2.6,0.254,1.78,0.5,3,7,5,9,210,52,53.35401961
1218,godavari,"GODAVARI AT RAJAHMUNDRY U/S, A.P.",ANDHRA PRADESH,24,28,26.5,5,6.4,5.4,7.7,8.1,7.9,270,452,323,1,1,1,0.087,1.27,0.4,3,4,4,7,210,50,45.55715686
2371,godavari,GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL,ANDHRA PRADESH,23,28,25.9,4.8,6,5.4,7,7.8,7.4,264,420,340,1,1.2,1.1,0.1,0.9,0.5,4,240,45,4,2400,1263,49.46534314
1219,godavari,"GODAVARI AT RAJAHMUNDRY D/S, A.P.",ANDHRA PRADESH,21,27,25.4,5,6.2,5.5,6.8,8.2,7.8,227,301,258,1,1,1,0.02,1.28,0.4,4,150,46,21,2400,340,47.25362745
1194,krishna,"KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM,MAHARASHTRA",MAHARASHTRA,22,25,23.1,5.9,7.3,6.8,7.7,8.6,8.1,83,273,160,2.4,3.8,3.1,0.8,8.2,2.9,5,35,15,60,550,387,74.57338235
1153,krishna,"KRISHNA AT RAJAPUR WEIR, MAHARASHTRA",MAHARASHTRA,20,26,24.1,5.7,7.6,6.8,6.6,8.3,7.4,136,825,449,2,3.8,2.9,0.57,2.59,1.7,1626.697735,5921829.107,537786.4991,80,80,80,5445.172834
36,krishna,"KRISHNA AT KRISHNA BRIDGE, KARAD, MAHARASHTRA",MAHARASHTRA,22,28.5,23.8,4.1,7.3,6,7.8,8.6,8.2,78,485,262,3.1,9,5.1,0.8,3.2,1.8,65,275,149,900,1800,1357,77.16191176
1906,krishna,KRISHNA D/S OF ISLAMPUR,MAHARASHTRA,22,28,25,6,7.3,6.7,7.1,7.9,7.6,152,960,441,2.4,3.8,2.9,0.4,2.2,1.5,2,2,2,80,80,80,66.01656863
37,krishna,"KRISHNA AT SANGLI, MAHARASHTRA",MAHARASHTRA,21,25,23.7,5.8,7.4,7,6.9,7.7,7.5,252,1011,711,2,3.6,3,0.29,2.98,1.4,1626.697735,5921829.107,537786.4991,90,90,90,5445.68803
1310,krishna,"KRISHNA AT KURUNDWAD IN KOLHAPUR,MAHARASHTRA",MAHARASHTRA,21,26,24,5.8,7.4,7,6.9,8.3,7.5,143,697,400,2.4,3.6,2.8,0.4,2.29,1.2,4,4,4,110,110,110,66.24637255
2187,krishna,KRISHNA RIVER AT KSHETRA MAHULI.,MAHARASHTRA,20,21.5,20.8,4,7.2,6.1,8,8.6,8.4,303,672,551,3.2,8.7,5.6,1.4,4,2.3,17,350,183,140,1800,1377,82.49063725
2188,krishna,KRISHNA RIVER AT KRISHNA-VENNA SANGAM AT MAHULI.,MAHARASHTRA,20.5,23.5,22,4.1,7.3,6.2,8,8.8,8.3,193,591,458,3.5,6.3,4.6,1.4,3.9,2.3,20,275,191,170,1800,1481,79.21544118
2190,krishna,KRISHNA RIVER AT WAI.,MAHARASHTRA,21,24.5,22.7,4.1,7.3,6.1,7.7,8.7,8.2,301,566,413,3.4,10.2,5.5,0,2.6,1.8,70,350,171,900,1800,1257,79.42357843
1182,krishna,"KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA",KARNATAKA,27,34,29,5.3,9.2,7.5,7.7,8.4,8,330,1080,685,0.4,6.8,2.1,0,7.19,2.3,500,900,780,900,1600,1390,82.36568627
1889,krishna,KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,KARNATAKA,26,33,28,5.5,8.9,7.5,7.4,8.3,8,460,1500,808,0.2,3.6,1.8,0.1,7.6,2.1,500,1600,890,900,1600,1460,81.55735294
1181,krishna,"KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA",KARNATAKA,27,33,29.3,5.1,8.3,5.9,7.7,8.7,8.3,350,740,521,0.2,2.1,1.5,0,0.97,0.4,280,900,518,900,1600,1110,58.84960784
1170,krishna,"KRISHNA AT D/S OF DEVASAGAR BDG.,KARNATAKA",KARNATAKA,26,32,29.4,6.8,7.8,7.2,8.1,8.5,8.3,410,1161,916,1,2.5,1.9,0.1,0.532,0.2,300,1600,792,900,1600,1483,71.48044118
1028,krishna,"KRISHNA AT TINTINI BRIDGE, KARNATAKA",KARNATAKA,28,31,29.5,6.8,7.4,7.1,7.4,8.6,8.2,405,887,718,1.5,2.2,1.9,0.1,0.32,0.2,180,900,538,500,1600,1100,67.28441176
2781,krishna,"KRISHNA AT D/S OF ALAMATTI DAM, KARNATAKA",KARNATAKA,26,33,29.2,5.1,8.1,6.2,8,8.7,8.3,380,680,513,0.2,2,1.4,0,1.9,0.5,280,900,678,900,1600,1250,62.67460784
1784,,"THANGADI , MAHABOOBNAGAR DIST., A.P",ANDHRA PRADESH,0,31,17.6,2.2,6.8,5.3,7.6,8.4,8.1,679,1069,874,8,12,10.5,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9439.097008
1175,krishna,"KRISHNA AFTER CONFL. WITH TUNGABHADRA, SANGAMESHWARAM A.P.",ANDHRA PRADESH,24,29,26,6.1,7.1,6.7,7.9,8.4,8.1,490,908,791,2.1,3.1,2.6,1,4.4,2,20,40,28,580,700,611,68.80504902
39,krishna,"KRISHNA AT GADWAL BRIDGE, A.P.",ANDHRA PRADESH,0,30,17.2,1.6,6.9,5.6,7.6,8.4,8.1,634,1081,870,6,14,9.5,0,0,0,1626.697735,5921829.107,537786.4991,3752.13196,17267378.5,1591360.454,9436.805342
1465,krishna,"KRISHNA AT WADAPALLY AFTER CONFL. WITH R. MUSI, A.P.(SHIFTED FROM 1220)",ANDHRA PRADESH,25,32,28.4,4.2,6.4,5.7,8.5,9.1,8.7,383,1540,1072,1,2.9,1.6,0.3,2,1.2,10,12,11,80,138,122,54.10372549
1786,,"VEDADRI , GUNTUR DIST., A.P",ANDHRA PRADESH,20,28,24.9,6.1,7.5,6.8,7,8.7,7.9,531,817,726,0.6,1.1,0.9,0.4,0.8,0.6,2,2,2,1300,2200,1875,59.26632353
1787,,"AMARAVATI , GUNTUR DIST., A.P",ANDHRA PRADESH,26,32,27.6,6.5,7.6,7,7.1,8.5,7.8,610,773,669,0.5,0.7,0.6,0.3,0.6,0.4,2,2,2,1300,2200,1613,57.70446078
25,krishna,"KRISHNA AT VIJAYWADA, A.P.",ANDHRA PRADESH,22,28,25.8,6.8,7.4,7.2,7.1,8.6,8,568,798,669,0.5,1,0.7,0.46,0.82,0.7,2,2,2,1100,2100,1750,61.11068627
3083,krishna,"KRISHNA D/S OF SRISHAILAM,  KURNOOL, A.P.",ANDHRA PRADESH,24,33,28.4,6.3,7.1,6.8,8,8.4,8.2,480,951,818,2.7,3.3,2.9,1,4.3,2,20,80,36,420,1680,860,71.45607843
1782,,"HAMSALA DEEVI , GUNTUR DIST, A.P",ANDHRA PRADESH,23,28,26,4.8,6.5,5.5,7.4,8.3,7.6,1910,33200,14804,0.5,1,0.7,0.4,0.9,0.7,2,2,2,900,2200,1450,49.44156863
1851,mahanadi,MAHANADI AT SIHAWA,CHHATTISGARH,23.4,28.5,26,7.6,9.2,8.4,7.4,7.8,7.6,175,416,296,0.8,2.2,1.5,0,0,0,1626.697735,5921829.107,537786.4991,17,350,184,5442.663226
1264,mahanadi,"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATISSGARH",CHHATTISGARH,23.6,29,26.3,6.8,8.5,7.7,7.7,7.9,7.8,210,580,402,1,2.8,2.1,0,0,0,1626.697735,5921829.107,537786.4991,27,500,228,5441.045285
1099,mahanadi,"MAHANADI AT U/S OF RAJIM, CHHATISSGARH.",CHHATTISGARH,25.8,34,29.3,7.4,7.9,7.7,7.5,7.9,7.7,232,554,326,1.2,2.6,1.7,0,0,0,1626.697735,5921829.107,537786.4991,40,500,145,5439.097589
1852,mahanadi,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,23.8,28,25.9,7.6,8.6,8.1,7.5,7.6,7.6,195,551,373,1.2,2.7,2,0,0,0,1626.697735,5921829.107,537786.4991,80,500,290,5443.13656
1100,mahanadi,MAHANADI AT KHARAD CHHATISSGARH.,CHHATTISGARH,23,37,28.4,6,10.4,7.8,7.5,8,7.6,264,400,312,2.929793103,8.953931034,5.225103448,0.256,2.524,1,1626.697735,5921829.107,537786.4991,16,688,179,5458.588657
1282,mahanadi,"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISSGARH.",CHHATTISGARH,23.9,30,28,6,8,6.8,8,8,8,270,380,332,2.929793103,8.953931034,5.225103448,0.2,2.031,0.9,1626.697735,5921829.107,537786.4991,162,580,321,5452.571108
1467,mahanadi,"MAHANADI AFTER CONFL. WITH RIVER MAND,CHHATISSGARH",CHHATTISGARH,23,36,28.2,7,8.5,7.8,7.5,8,7.6,264,400,320,2.929793103,8.953931034,5.225103448,0.5,1.5,0.9,1626.697735,5921829.107,537786.4991,19,690,180,5458.174491
1101,mahanadi,MAHANADI AT INTERSTATE BOUNDRY CHHATISSGARH.,CHHATTISGARH,20,27,22.3,7.1,7.6,7.3,7.4,7.8,7.5,194,302,242,0.9,2.1,1.3,1,1.394,1.1,1626.697735,5921829.107,537786.4991,43,1100,322,5439.809697
1281,mahanadi,"MAHANADI AT HIRAKUD RESERVOIR, ODISHA",ODISHA,20,35,27.8,6.5,8.3,7.2,7.7,8.2,7.9,138,218,191,0.2,1.3,0.7,0.3,1.486,0.6,110,5400,1168,330,16000,3879,77.6029902
1270,mahanadi,"MAHANADI AT SAMBALPUR U/S, ODISHA",ODISHA,20,35,27.8,4.9,8.6,7.4,7.4,8.4,7.9,131,235,200,0.5,1.8,1.1,0.2,0.871,0.5,1300,35000,5910,2400,92000,15110,155.6004902
1271,mahanadi,"MAHANADI AT SAMBALPUR D/S, ODISHA",ODISHA,20,35,28.3,4.7,11.5,7.1,6.9,8.4,8,148,240,209,1.2,3.9,2.7,0.3,1.801,0.7,7900,35000,20690,13000,92000,38000,366.3240196
2405,mahanadi,SAMBHALPUR FDS AT HUMA,ODISHA,22,36,30,6.3,8.4,7.3,7.4,8.3,8,142,305,212,0.8,2.6,1.6,0.1,0.8,0.4,330,11000,1996,1300,17000,4030,89.87568627
1272,mahanadi,"MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ODISHA",ODISHA,22,36,30.1,6.9,8.3,7.6,7.1,8.4,8,146,253,204,0.2,1.1,0.7,0.1,1.118,0.4,110,2800,506,220,9200,1626,67.09068627
1274,mahanadi,"MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ODISHA",ODISHA,22,37,30,7.2,8.5,7.8,7.6,8.4,8.1,172,268,222,0.4,1.9,1,0.2,1.99,0.6,110,2400,896,490,5400,2717,77.12504902
1275,mahanadi,"MAHANADI AT TIKARPADA, ODISHA",ODISHA,20,37,30.1,6.9,8.5,7.9,7.2,8.3,8,161,229,197,0.3,0.8,0.6,0.1,1.317,0.5,78,13000,2157,230,17000,3473,90.09318627
1276,mahanadi,"MAHANADI AT NARSINGHPUR, ODISHA",ODISHA,26,35,29.2,6.3,8.7,7.3,7.8,8.4,8.1,148,226,195,0.2,1.4,0.7,0.1,1.725,0.6,330,160000,19311,790,160000,24299,310.855049
1277,mahanadi,"MAHANADI AT CUTTACK U/S, ODISHA",ODISHA,23,34,27.2,6.5,8.8,7.9,7.5,8.5,7.9,138,228,178,0.7,1.5,1,0.1,1.71,0.5,330,9200,1979,790,16000,4759,93.12132353
1278,mahanadi,"MAHANADI AT CUTTACK D/S, ODISHA",ODISHA,22,34,27.6,5.9,8.4,7.2,7.5,8.4,7.9,140,261,203,1.7,2.5,2.2,0.2,2.204,0.8,11000,92000,37900,22000,160000,65200,605.3088235
2409,,CUTTACK FDS (SERUA) AT SANKHATRASA,ODISHA,21,33,26.6,2,7.8,6.2,7.3,8.2,7.7,142,398,241,1.3,17.3,4,0.3,3.9,1.4,1700,160000,31230,5400,160000,48240,499.8117647
2406,,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ODISHA,25,33,27.9,6.3,8.6,7.3,7.4,8.4,8,136,228,197,0.4,1.5,0.8,0.1,1.3,0.5,110,160000,18340,460,160000,21455,293.9615196
